name,MS-SSIM,PSNR,category,quality,size
00039_1K_high_pipeline_2.png,0.974554,30.3404,pipeline_2,high,1K
00039_1K_high_pipeline_3.png,0.982895,40.0069,pipeline_3,high,1K
00039_1K_high_pipeline_4.png,0.959674,29.8775,pipeline_4,high,1K
00039_1K_high_pipeline_5.png,0.978053,32.0558,pipeline_5,high,1K
00039_1K_high_pipeline_6.png,0.976689,38.4374,pipeline_6,high,1K
00039_1K_low_pipeline_1.png,0.970274,40.3872,pipeline_1,low,1K
00039_1K_low_pipeline_2.png,0.954461,35.1913,pipeline_2,low,1K
00039_1K_low_pipeline_3.png,0.954989,35.2239,pipeline_3,low,1K
00039_1K_low_pipeline_4.png,0.951834,34.8085,pipeline_4,low,1K
00039_1K_low_pipeline_5.png,0.959422,34.8953,pipeline_5,low,1K
00039_1K_low_pipeline_6.png,0.939145,33.5247,pipeline_6,low,1K
00039_1K_medium_pipeline_1.png,0.974065,41.2416,pipeline_1,medium,1K
00039_1K_medium_pipeline_2.png,0.957487,34.1389,pipeline_2,medium,1K
00039_1K_medium_pipeline_3.png,0.972048,31.9532,pipeline_3,medium,1K
00039_1K_medium_pipeline_4.png,0.957845,35.6126,pipeline_4,medium,1K
00039_1K_medium_pipeline_5.png,0.971909,37.4128,pipeline_5,medium,1K
00039_1K_medium_pipeline_6.png,0.960668,36.5331,pipeline_6,medium,1K
00039_SD_high_pipeline_1.png,0.98434,43.3555,pipeline_1,high,SD
00039_SD_high_pipeline_2.png,0.970007,36.0245,pipeline_2,high,SD
00039_SD_high_pipeline_3.png,0.983894,32.8381,pipeline_3,high,SD
00039_SD_high_pipeline_4.png,0.951141,34.6295,pipeline_4,high,SD
00039_SD_high_pipeline_5.png,0.973135,30.1402,pipeline_5,high,SD
00039_SD_high_pipeline_6.png,0.974874,36.8458,pipeline_6,high,SD
00039_SD_low_pipeline_1.png,0.969698,40.2481,pipeline_1,low,SD
00039_SD_low_pipeline_2.png,0.953844,34.2441,pipeline_2,low,SD
00039_SD_low_pipeline_3.png,0.958681,35.5163,pipeline_3,low,SD
00039_SD_low_pipeline_4.png,0.954603,35.9581,pipeline_4,low,SD
00039_SD_low_pipeline_5.png,0.950775,34.3301,pipeline_5,low,SD
00039_SD_low_pipeline_6.png,0.935121,33.7398,pipeline_6,low,SD
00039_SD_medium_pipeline_1.png,0.9736,41.0477,pipeline_1,medium,SD
00039_SD_medium_pipeline_2.png,0.959605,34.4434,pipeline_2,medium,SD
00039_SD_medium_pipeline_3.png,0.956255,35.6013,pipeline_3,medium,SD
00039_SD_medium_pipeline_4.png,0.95698,35.2141,pipeline_4,medium,SD
00039_SD_medium_pipeline_5.png,0.969755,29.7458,pipeline_5,medium,SD
00039_SD_medium_pipeline_6.png,0.959118,29.8135,pipeline_6,medium,SD
00040_1K_high_pipeline_1.png,0.984617,43.5469,pipeline_1,high,1K
00040_1K_high_pipeline_2.png,0.967287,35.3047,pipeline_2,high,1K
00040_1K_high_pipeline_3.png,0.98457,33.7676,pipeline_3,high,1K
00040_1K_high_pipeline_4.png,0.952264,35.5702,pipeline_4,high,1K
00040_1K_high_pipeline_5.png,0.969222,34.715,pipeline_5,high,1K
00040_1K_high_pipeline_6.png,0.979136,33.8861,pipeline_6,high,1K
00040_1K_low_pipeline_1.png,0.970121,40.2125,pipeline_1,low,1K
00040_1K_low_pipeline_2.png,0.956572,29.14,pipeline_2,low,1K
00040_1K_low_pipeline_3.png,0.943467,34.5345,pipeline_3,low,1K
00040_1K_low_pipeline_4.png,0.936325,33.5154,pipeline_4,low,1K
00040_1K_low_pipeline_5.png,0.964562,29.429,pipeline_5,low,1K
00040_1K_low_pipeline_6.png,0.954932,35.8,pipeline_6,low,1K
00040_1K_medium_pipeline_1.png,0.974425,41.2108,pipeline_1,medium,1K
00040_1K_medium_pipeline_2.png,0.917394,31.3135,pipeline_2,medium,1K
00040_1K_medium_pipeline_3.png,0.95662,35.8841,pipeline_3,medium,1K
00040_1K_medium_pipeline_4.png,0.956493,35.4566,pipeline_4,medium,1K
00040_1K_medium_pipeline_5.png,0.971748,30.3347,pipeline_5,medium,1K
00040_1K_medium_pipeline_6.png,0.957853,35.7544,pipeline_6,medium,1K
00040_SD_high_pipeline_1.png,0.984264,43.3085,pipeline_1,high,SD
00040_SD_high_pipeline_2.png,0.968115,36.1073,pipeline_2,high,SD
00040_SD_high_pipeline_3.png,0.982139,39.3652,pipeline_3,high,SD
00040_SD_high_pipeline_4.png,0.952152,35.3082,pipeline_4,high,SD
00040_SD_high_pipeline_5.png,0.976279,36.7015,pipeline_5,high,SD
00040_SD_high_pipeline_6.png,0.979835,32.9516,pipeline_6,high,SD
00040_SD_low_pipeline_1.png,0.969176,39.9232,pipeline_1,low,SD
00040_SD_low_pipeline_2.png,0.956596,34.0537,pipeline_2,low,SD
00040_SD_low_pipeline_3.png,0.960417,30.1165,pipeline_3,low,SD
00040_SD_low_pipeline_4.png,0.951758,34.5317,pipeline_4,low,SD
00040_SD_low_pipeline_5.png,0.964993,36.1928,pipeline_5,low,SD
00040_SD_low_pipeline_6.png,0.949168,34.4904,pipeline_6,low,SD
00040_SD_medium_pipeline_1.png,0.974756,41.173,pipeline_1,medium,SD
00040_SD_medium_pipeline_2.png,0.961619,35.0369,pipeline_2,medium,SD
00040_SD_medium_pipeline_3.png,0.972548,31.5645,pipeline_3,medium,SD
00040_SD_medium_pipeline_4.png,0.95927,35.7118,pipeline_4,medium,SD
00040_SD_medium_pipeline_5.png,0.963728,28.8596,pipeline_5,medium,SD
00040_SD_medium_pipeline_6.png,0.949032,34.9044,pipeline_6,medium,SD
00041_1K_high_pipeline_1.png,0.984528,43.5268,pipeline_1,high,1K
00041_1K_high_pipeline_2.png,0.971995,37.3966,pipeline_2,high,1K
00041_1K_high_pipeline_3.png,0.984886,33.7976,pipeline_3,high,1K
00041_1K_high_pipeline_4.png,0.952223,34.9714,pipeline_4,high,1K
00041_1K_high_pipeline_5.png,0.976058,37.0957,pipeline_5,high,1K
00041_1K_high_pipeline_6.png,0.980665,40.2309,pipeline_6,high,1K
00041_1K_low_pipeline_1.png,0.970095,40.3116,pipeline_1,low,1K
00041_1K_low_pipeline_2.png,0.938582,33.6142,pipeline_2,low,1K
00041_1K_low_pipeline_3.png,0.962453,36.4658,pipeline_3,low,1K
00041_1K_low_pipeline_4.png,0.942701,28.6209,pipeline_4,low,1K
00041_1K_low_pipeline_5.png,0.952201,34.8001,pipeline_5,low,1K
00041_1K_low_pipeline_6.png,0.947494,28.8632,pipeline_6,low,1K
00041_1K_medium_pipeline_1.png,0.973798,41.201,pipeline_1,medium,1K
00041_1K_medium_pipeline_2.png,0.962568,29.4957,pipeline_2,medium,1K
00041_1K_medium_pipeline_3.png,0.969559,37.7329,pipeline_3,medium,1K
00041_1K_medium_pipeline_4.png,0.949659,29.3019,pipeline_4,medium,1K
00041_1K_medium_pipeline_5.png,0.972411,37.3872,pipeline_5,medium,1K
00041_1K_medium_pipeline_6.png,0.962867,30.7714,pipeline_6,medium,1K
00041_SD_high_pipeline_1.png,0.984624,43.4079,pipeline_1,high,SD
00041_SD_high_pipeline_2.png,0.958005,34.5052,pipeline_2,high,SD
00041_SD_high_pipeline_3.png,0.979677,37.9832,pipeline_3,high,SD
00041_SD_high_pipeline_4.png,0.967928,36.8121,pipeline_4,high,SD
00041_SD_high_pipeline_5.png,0.97655,37.2432,pipeline_5,high,SD
00041_SD_high_pipeline_6.png,0.978743,39.7075,pipeline_6,high,SD
00041_SD_low_pipeline_1.png,0.969988,40.0895,pipeline_1,low,SD
00041_SD_low_pipeline_2.png,0.954076,28.6702,pipeline_2,low,SD
00041_SD_low_pipeline_3.png,0.960867,36.5407,pipeline_3,low,SD
00041_SD_low_pipeline_4.png,0.934899,33.816,pipeline_4,low,SD
00041_SD_low_pipeline_5.png,0.960005,34.7485,pipeline_5,low,SD
00041_SD_low_pipeline_6.png,0.948221,34.309,pipeline_6,low,SD
00041_SD_medium_pipeline_1.png,0.974336,41.0084,pipeline_1,medium,SD
00041_SD_medium_pipeline_2.png,0.964885,29.2936,pipeline_2,medium,SD
00041_SD_medium_pipeline_3.png,0.969339,37.8913,pipeline_3,medium,SD
00041_SD_medium_pipeline_4.png,0.943356,34.4976,pipeline_4,medium,SD
00041_SD_medium_pipeline_5.png,0.9683,35.802,pipeline_5,medium,SD
00041_SD_medium_pipeline_6.png,0.97128,32.4664,pipeline_6,medium,SD
00042_1K_high_pipeline_1.png,0.984438,43.5008,pipeline_1,high,1K
00042_1K_high_pipeline_2.png,0.974937,30.3363,pipeline_2,high,1K
00042_1K_high_pipeline_3.png,0.98209,39.7038,pipeline_3,high,1K
00042_1K_high_pipeline_4.png,0.968189,37.3087,pipeline_4,high,1K
00042_1K_high_pipeline_5.png,0.975049,30.7003,pipeline_5,high,1K
00042_1K_high_pipeline_6.png,0.979768,40.4061,pipeline_6,high,1K
00042_1K_low_pipeline_1.png,0.969025,40.1571,pipeline_1,low,1K
00042_1K_low_pipeline_2.png,0.958699,28.9018,pipeline_2,low,1K
00042_1K_low_pipeline_3.png,0.960352,36.7589,pipeline_3,low,1K
00042_1K_low_pipeline_4.png,0.939297,28.5276,pipeline_4,low,1K
00042_1K_low_pipeline_5.png,0.966118,36.6343,pipeline_5,low,1K
00042_1K_low_pipeline_6.png,0.947385,34.6196,pipeline_6,low,1K
00042_1K_medium_pipeline_1.png,0.973801,41.1868,pipeline_1,medium,1K
00042_1K_medium_pipeline_2.png,0.951233,33.7937,pipeline_2,medium,1K
00042_1K_medium_pipeline_3.png,0.965582,36.6026,pipeline_3,medium,1K
00042_1K_medium_pipeline_4.png,0.951599,29.1467,pipeline_4,medium,1K
00042_1K_medium_pipeline_5.png,0.961868,35.6706,pipeline_5,medium,1K
00042_1K_medium_pipeline_6.png,0.961764,37.5069,pipeline_6,medium,1K
00042_SD_high_pipeline_1.png,0.984248,43.3247,pipeline_1,high,SD
00042_SD_high_pipeline_2.png,0.969467,28.9809,pipeline_2,high,SD
00042_SD_high_pipeline_3.png,0.983569,32.8854,pipeline_3,high,SD
00042_SD_high_pipeline_4.png,0.956712,29.2036,pipeline_4,high,SD
00042_SD_high_pipeline_5.png,0.969196,29.4736,pipeline_5,high,SD
00042_SD_high_pipeline_6.png,0.981793,33.9887,pipeline_6,high,SD
00042_SD_low_pipeline_1.png,0.96811,39.8588,pipeline_1,low,SD
00042_SD_low_pipeline_2.png,0.936511,33.1187,pipeline_2,low,SD
00042_SD_low_pipeline_3.png,0.960714,36.0449,pipeline_3,low,SD
00042_SD_low_pipeline_4.png,0.940802,28.2519,pipeline_4,low,SD
00042_SD_low_pipeline_5.png,0.962562,29.1069,pipeline_5,low,SD
00042_SD_low_pipeline_6.png,0.945616,28.4715,pipeline_6,low,SD
00042_SD_medium_pipeline_1.png,0.973246,40.9816,pipeline_1,medium,SD
00042_SD_medium_pipeline_2.png,0.959443,28.2819,pipeline_2,medium,SD
00042_SD_medium_pipeline_3.png,0.965131,36.2826,pipeline_3,medium,SD
00042_SD_medium_pipeline_4.png,0.942666,33.8686,pipeline_4,medium,SD
00042_SD_medium_pipeline_5.png,0.971343,36.7601,pipeline_5,medium,SD
00042_SD_medium_pipeline_6.png,0.957003,35.4616,pipeline_6,medium,SD
00043_1K_high_pipeline_1.png,0.984248,43.3596,pipeline_1,high,1K
00043_1K_high_pipeline_2.png,0.972576,36.9297,pipeline_2,high,1K
00043_1K_high_pipeline_3.png,0.975904,38.0924,pipeline_3,high,1K
00043_1K_high_pipeline_4.png,0.969166,38.1255,pipeline_4,high,1K
00043_1K_high_pipeline_5.png,0.97709,37.7191,pipeline_5,high,1K
00043_1K_high_pipeline_6.png,0.982237,34.8264,pipeline_6,high,1K
00043_1K_low_pipeline_1.png,0.967863,39.9828,pipeline_1,low,1K
00043_1K_low_pipeline_2.png,0.939225,32.9189,pipeline_2,low,1K
00043_1K_low_pipeline_3.png,0.95936,35.872,pipeline_3,low,1K
00043_1K_low_pipeline_4.png,0.954553,35.4043,pipeline_4,low,1K
00043_1K_low_pipeline_5.png,0.965481,36.0533,pipeline_5,low,1K
00043_1K_low_pipeline_6.png,0.936028,34.0421,pipeline_6,low,1K
00043_1K_medium_pipeline_1.png,0.973156,40.9596,pipeline_1,medium,1K
00043_1K_medium_pipeline_2.png,0.967707,29.7424,pipeline_2,medium,1K
00043_1K_medium_pipeline_3.png,0.973473,32.1438,pipeline_3,medium,1K
00043_1K_medium_pipeline_4.png,0.961611,37.0612,pipeline_4,medium,1K
00043_1K_medium_pipeline_5.png,0.963541,34.7866,pipeline_5,medium,1K
00043_1K_medium_pipeline_6.png,0.915905,32.2494,pipeline_6,medium,1K
00043_SD_high_pipeline_1.png,0.984283,43.1913,pipeline_1,high,SD
00043_SD_high_pipeline_2.png,0.968317,34.9138,pipeline_2,high,SD
00043_SD_high_pipeline_3.png,0.973433,36.8049,pipeline_3,high,SD
00043_SD_high_pipeline_4.png,0.950911,28.5043,pipeline_4,high,SD
00043_SD_high_pipeline_5.png,0.966961,35.4297,pipeline_5,high,SD
00043_SD_high_pipeline_6.png,0.975472,37.793,pipeline_6,high,SD
00043_SD_low_pipeline_1.png,0.968259,39.8622,pipeline_1,low,SD
00043_SD_low_pipeline_2.png,0.953522,33.6636,pipeline_2,low,SD
00043_SD_low_pipeline_3.png,0.956141,35.0327,pipeline_3,low,SD
00043_SD_low_pipeline_4.png,0.95703,35.6218,pipeline_4,low,SD
00043_SD_low_pipeline_5.png,0.965794,35.9951,pipeline_5,low,SD
00043_SD_low_pipeline_6.png,0.949406,34.7675,pipeline_6,low,SD
00043_SD_medium_pipeline_1.png,0.973719,40.8853,pipeline_1,medium,SD
00043_SD_medium_pipeline_2.png,0.966023,29.4731,pipeline_2,medium,SD
00043_SD_medium_pipeline_3.png,0.968619,36.9047,pipeline_3,medium,SD
00043_SD_medium_pipeline_4.png,0.960345,36.6766,pipeline_4,medium,SD
00043_SD_medium_pipeline_5.png,0.960739,35.2067,pipeline_5,medium,SD
00043_SD_medium_pipeline_6.png,0.913562,31.9561,pipeline_6,medium,SD
00044_1K_high_pipeline_1.png,0.984099,43.284,pipeline_1,high,1K
00044_1K_high_pipeline_2.png,0.970508,29.4332,pipeline_2,high,1K
00044_1K_high_pipeline_3.png,0.977764,37.4939,pipeline_3,high,1K
00044_1K_high_pipeline_4.png,0.959947,29.6874,pipeline_4,high,1K
00044_1K_high_pipeline_5.png,0.976696,38.045,pipeline_5,high,1K
00044_1K_high_pipeline_6.png,0.98036,33.8283,pipeline_6,high,1K
00044_1K_low_pipeline_1.png,0.969163,40.1079,pipeline_1,low,1K
00044_1K_low_pipeline_2.png,0.954993,34.7138,pipeline_2,low,1K
00044_1K_low_pipeline_3.png,0.945471,34.0369,pipeline_3,low,1K
00044_1K_low_pipeline_4.png,0.957907,35.9394,pipeline_4,low,1K
00044_1K_low_pipeline_5.png,0.953173,34.3168,pipeline_5,low,1K
00044_1K_low_pipeline_6.png,0.949263,29.0331,pipeline_6,low,1K
00044_1K_medium_pipeline_1.png,0.973089,40.9375,pipeline_1,medium,1K
00044_1K_medium_pipeline_2.png,0.950737,34.5638,pipeline_2,medium,1K
00044_1K_medium_pipeline_3.png,0.959785,35.4733,pipeline_3,medium,1K
00044_1K_medium_pipeline_4.png,0.944658,34.786,pipeline_4,medium,1K
00044_1K_medium_pipeline_5.png,0.966658,29.4531,pipeline_5,medium,1K
00044_1K_medium_pipeline_6.png,0.951273,34.2569,pipeline_6,medium,1K
00044_SD_high_pipeline_1.png,0.984029,43.0709,pipeline_1,high,SD
00044_SD_high_pipeline_2.png,0.973201,29.7037,pipeline_2,high,SD
00044_SD_high_pipeline_3.png,0.975347,37.7202,pipeline_3,high,SD
00044_SD_high_pipeline_4.png,0.967906,37.6375,pipeline_4,high,SD
00044_SD_high_pipeline_5.png,0.948314,33.5574,pipeline_5,high,SD
00044_SD_high_pipeline_6.png,0.97864,33.1558,pipeline_6,high,SD
00044_SD_low_pipeline_1.png,0.965967,39.6022,pipeline_1,low,SD
00044_SD_low_pipeline_2.png,0.952679,34.1842,pipeline_2,low,SD
00044_SD_low_pipeline_3.png,0.960382,29.7666,pipeline_3,low,SD
00044_SD_low_pipeline_4.png,0.937996,28.2707,pipeline_4,low,SD
00044_SD_low_pipeline_5.png,0.961857,29.4075,pipeline_5,low,SD
00044_SD_low_pipeline_6.png,0.953091,36.0211,pipeline_6,low,SD
00044_SD_medium_pipeline_1.png,0.97249,40.7526,pipeline_1,medium,SD
00044_SD_medium_pipeline_2.png,0.960239,35.0301,pipeline_2,medium,SD
00044_SD_medium_pipeline_3.png,0.972318,31.3161,pipeline_3,medium,SD
00044_SD_medium_pipeline_4.png,0.943378,28.0739,pipeline_4,medium,SD
00044_SD_medium_pipeline_5.png,0.967381,35.6451,pipeline_5,medium,SD
00044_SD_medium_pipeline_6.png,0.962788,31.1393,pipeline_6,medium,SD
00045_1K_high_pipeline_1.png,0.984624,43.4499,pipeline_1,high,1K
00045_1K_high_pipeline_2.png,0.962108,35.1978,pipeline_2,high,1K
00045_1K_high_pipeline_3.png,0.983009,33.5227,pipeline_3,high,1K
00045_1K_high_pipeline_4.png,0.97214,31.6013,pipeline_4,high,1K
00045_1K_high_pipeline_5.png,0.967567,35.2485,pipeline_5,high,1K
00045_1K_high_pipeline_6.png,0.975781,38.1907,pipeline_6,high,1K
00045_1K_low_pipeline_1.png,0.968976,40.0707,pipeline_1,low,1K
00045_1K_low_pipeline_2.png,0.955565,28.4816,pipeline_2,low,1K
00045_1K_low_pipeline_3.png,0.962019,30.4093,pipeline_3,low,1K
00045_1K_low_pipeline_4.png,0.939002,28.0324,pipeline_4,low,1K
00045_1K_low_pipeline_5.png,0.957703,29.153,pipeline_5,low,1K
00045_1K_low_pipeline_6.png,0.900339,31.548,pipeline_6,low,1K
00045_1K_medium_pipeline_1.png,0.973654,41.1023,pipeline_1,medium,1K
00045_1K_medium_pipeline_2.png,0.958941,34.2698,pipeline_2,medium,1K
00045_1K_medium_pipeline_3.png,0.973659,31.7898,pipeline_3,medium,1K
00045_1K_medium_pipeline_4.png,0.961236,36.2775,pipeline_4,medium,1K
00045_1K_medium_pipeline_5.png,0.971565,30.5068,pipeline_5,medium,1K
00045_1K_medium_pipeline_6.png,0.960679,30.2409,pipeline_6,medium,1K
00045_SD_high_pipeline_1.png,0.984313,43.2408,pipeline_1,high,SD
00045_SD_high_pipeline_2.png,0.938578,31.9876,pipeline_2,high,SD
00045_SD_high_pipeline_3.png,0.982336,32.3793,pipeline_3,high,SD
00045_SD_high_pipeline_4.png,0.95769,29.4368,pipeline_4,high,SD
00045_SD_high_pipeline_5.png,0.9754,36.6164,pipeline_5,high,SD
00045_SD_high_pipeline_6.png,0.981354,33.6449,pipeline_6,high,SD
00045_SD_low_pipeline_1.png,0.967915,39.8444,pipeline_1,low,SD
00045_SD_low_pipeline_2.png,0.956161,28.7832,pipeline_2,low,SD
00045_SD_low_pipeline_3.png,0.962821,30.1293,pipeline_3,low,SD
00045_SD_low_pipeline_4.png,0.934007,27.5809,pipeline_4,low,SD
00045_SD_low_pipeline_5.png,0.91392,31.9102,pipeline_5,low,SD
00045_SD_low_pipeline_6.png,0.948407,28.8094,pipeline_6,low,SD
00045_SD_medium_pipeline_1.png,0.972729,40.7913,pipeline_1,medium,SD
00045_SD_medium_pipeline_2.png,0.948795,33.6471,pipeline_2,medium,SD
00045_SD_medium_pipeline_3.png,0.971791,31.0472,pipeline_3,medium,SD
00045_SD_medium_pipeline_4.png,0.943762,28.0821,pipeline_4,medium,SD
00045_SD_medium_pipeline_5.png,0.971767,36.6524,pipeline_5,medium,SD
00045_SD_medium_pipeline_6.png,0.961214,37.0954,pipeline_6,medium,SD
00046_1K_high_pipeline_1.png,0.983953,43.1183,pipeline_1,high,1K
00046_1K_high_pipeline_2.png,0.969213,29.6722,pipeline_2,high,1K
00046_1K_high_pipeline_3.png,0.98364,33.2642,pipeline_3,high,1K
00046_1K_high_pipeline_4.png,0.962752,36.2973,pipeline_4,high,1K
00046_1K_high_pipeline_5.png,0.970142,30.2305,pipeline_5,high,1K
00046_1K_high_pipeline_6.png,0.977982,37.8598,pipeline_6,high,1K
00046_1K_low_pipeline_1.png,0.966828,39.6326,pipeline_1,low,1K
00046_1K_low_pipeline_2.png,0.953546,28.6002,pipeline_2,low,1K
00046_1K_low_pipeline_3.png,0.91024,32.1752,pipeline_3,low,1K
00046_1K_low_pipeline_4.png,0.939358,28.0078,pipeline_4,low,1K
00046_1K_low_pipeline_5.png,0.958037,28.769,pipeline_5,low,1K
00046_1K_low_pipeline_6.png,0.95107,35.2412,pipeline_6,low,1K
00046_1K_medium_pipeline_1.png,0.972459,40.7039,pipeline_1,medium,1K
00046_1K_medium_pipeline_2.png,0.966923,29.7647,pipeline_2,medium,1K
00046_1K_medium_pipeline_3.png,0.975453,32.3848,pipeline_3,medium,1K
00046_1K_medium_pipeline_4.png,0.946403,28.5299,pipeline_4,medium,1K
00046_1K_medium_pipeline_5.png,0.965337,29.793,pipeline_5,medium,1K
00046_1K_medium_pipeline_6.png,0.947604,34.6576,pipeline_6,medium,1K
00046_SD_high_pipeline_1.png,0.983516,42.809,pipeline_1,high,SD
00046_SD_high_pipeline_2.png,0.972841,29.6899,pipeline_2,high,SD
00046_SD_high_pipeline_3.png,0.956272,34.4181,pipeline_3,high,SD
00046_SD_high_pipeline_4.png,0.952475,28.5709,pipeline_4,high,SD
00046_SD_high_pipeline_5.png,0.973869,30.1535,pipeline_5,high,SD
00046_SD_high_pipeline_6.png,0.97896,39.1837,pipeline_6,high,SD
00046_SD_low_pipeline_1.png,0.966391,39.4491,pipeline_1,low,SD
00046_SD_low_pipeline_2.png,0.952961,27.8771,pipeline_2,low,SD
00046_SD_low_pipeline_3.png,0.906925,31.8877,pipeline_3,low,SD
00046_SD_low_pipeline_4.png,0.937145,27.7308,pipeline_4,low,SD
00046_SD_low_pipeline_5.png,0.954811,28.1836,pipeline_5,low,SD
00046_SD_low_pipeline_6.png,0.946738,28.2268,pipeline_6,low,SD
00046_SD_medium_pipeline_1.png,0.972377,40.5331,pipeline_1,medium,SD
00046_SD_medium_pipeline_2.png,0.961731,28.4295,pipeline_2,medium,SD
00046_SD_medium_pipeline_3.png,0.972829,31.3911,pipeline_3,medium,SD
00046_SD_medium_pipeline_4.png,0.948142,28.7246,pipeline_4,medium,SD
00046_SD_medium_pipeline_5.png,0.929819,32.6277,pipeline_5,medium,SD
00046_SD_medium_pipeline_6.png,0.950065,34.1796,pipeline_6,medium,SD
00047_1K_high_pipeline_1.png,0.983936,43.0787,pipeline_1,high,1K
00047_1K_high_pipeline_2.png,0.940617,32.4322,pipeline_2,high,1K
00047_1K_high_pipeline_3.png,0.958466,34.7962,pipeline_3,high,1K
00047_1K_high_pipeline_4.png,0.955469,29.057,pipeline_4,high,1K
00047_1K_high_pipeline_5.png,0.970049,29.8466,pipeline_5,high,1K
00047_1K_high_pipeline_6.png,0.955725,34.7212,pipeline_6,high,1K
00047_1K_low_pipeline_1.png,0.967378,39.6934,pipeline_1,low,1K
00047_1K_low_pipeline_2.png,0.900525,30.737,pipeline_2,low,1K
00047_1K_low_pipeline_3.png,0.96356,30.3503,pipeline_3,low,1K
00047_1K_low_pipeline_4.png,0.898923,31.6833,pipeline_4,low,1K
00047_1K_low_pipeline_5.png,0.971839,31.0462,pipeline_5,low,1K
00047_1K_low_pipeline_6.png,0.946648,28.5354,pipeline_6,low,1K
00047_1K_medium_pipeline_1.png,0.972419,40.6507,pipeline_1,medium,1K
00047_1K_medium_pipeline_2.png,0.963073,28.9823,pipeline_2,medium,1K
00047_1K_medium_pipeline_3.png,0.929163,33.2409,pipeline_3,medium,1K
00047_1K_medium_pipeline_4.png,0.946455,28.5363,pipeline_4,medium,1K
00047_1K_medium_pipeline_5.png,0.933829,33.0625,pipeline_5,medium,1K
00047_1K_medium_pipeline_6.png,0.958609,30.2945,pipeline_6,medium,1K
00047_SD_high_pipeline_1.png,0.98356,42.8341,pipeline_1,high,SD
00047_SD_high_pipeline_2.png,0.966966,28.7133,pipeline_2,high,SD
00047_SD_high_pipeline_3.png,0.986568,35.2025,pipeline_3,high,SD
00047_SD_high_pipeline_4.png,0.96253,30.6386,pipeline_4,high,SD
00047_SD_high_pipeline_5.png,0.968426,29.3549,pipeline_5,high,SD
00047_SD_high_pipeline_6.png,0.953875,34.3173,pipeline_6,high,SD
00047_SD_low_pipeline_1.png,0.966815,39.4977,pipeline_1,low,SD
00047_SD_low_pipeline_2.png,0.896501,30.4318,pipeline_2,low,SD
00047_SD_low_pipeline_3.png,0.961348,29.7158,pipeline_3,low,SD
00047_SD_low_pipeline_4.png,0.896224,31.4203,pipeline_4,low,SD
00047_SD_low_pipeline_5.png,0.956558,28.6145,pipeline_5,low,SD
00047_SD_low_pipeline_6.png,0.893092,31.1056,pipeline_6,low,SD
00047_SD_medium_pipeline_1.png,0.9719,40.3886,pipeline_1,medium,SD
00047_SD_medium_pipeline_2.png,0.914701,31.0506,pipeline_2,medium,SD
00047_SD_medium_pipeline_3.png,0.926439,32.8694,pipeline_3,medium,SD
00047_SD_medium_pipeline_4.png,0.907246,31.9637,pipeline_4,medium,SD
00047_SD_medium_pipeline_5.png,0.963644,29.1708,pipeline_5,medium,SD
00047_SD_medium_pipeline_6.png,0.959461,35.9659,pipeline_6,medium,SD
00048_1K_high_pipeline_1.png,0.984062,43.1864,pipeline_1,high,1K
00048_1K_high_pipeline_2.png,0.961709,28.3716,pipeline_2,high,1K
00048_1K_high_pipeline_3.png,0.986459,35.1301,pipeline_3,high,1K
00048_1K_high_pipeline_4.png,0.91912,32.8194,pipeline_4,high,1K
00048_1K_high_pipeline_5.png,0.950935,34.0257,pipeline_5,high,1K
00048_1K_high_pipeline_6.png,0.983748,34.9184,pipeline_6,high,1K
00048_1K_low_pipeline_1.png,0.968044,39.7925,pipeline_1,low,1K
00048_1K_low_pipeline_2.png,0.94633,27.1944,pipeline_2,low,1K
00048_1K_low_pipeline_3.png,0.974124,32.5022,pipeline_3,low,1K
00048_1K_low_pipeline_4.png,0.961952,30.4697,pipeline_4,low,1K
00048_1K_low_pipeline_5.png,0.915913,32.2032,pipeline_5,low,1K
00048_1K_low_pipeline_6.png,0.963761,31.2876,pipeline_6,low,1K
00048_1K_medium_pipeline_1.png,0.972171,40.6812,pipeline_1,medium,1K
00048_1K_medium_pipeline_2.png,0.973966,31.8471,pipeline_2,medium,1K
00048_1K_medium_pipeline_3.png,0.97352,32.6601,pipeline_3,medium,1K
00048_1K_medium_pipeline_4.png,0.90994,32.2704,pipeline_4,medium,1K
00048_1K_medium_pipeline_5.png,0.975406,31.8444,pipeline_5,medium,1K
00048_1K_medium_pipeline_6.png,0.971857,32.6019,pipeline_6,medium,1K
00048_SD_high_pipeline_1.png,0.983826,42.8997,pipeline_1,high,SD
00048_SD_high_pipeline_2.png,0.973048,31.1016,pipeline_2,high,SD
00048_SD_high_pipeline_3.png,0.982343,32.6843,pipeline_3,high,SD
00048_SD_high_pipeline_4.png,0.915992,32.4767,pipeline_4,high,SD
00048_SD_high_pipeline_5.png,0.978554,32.2698,pipeline_5,high,SD
00048_SD_high_pipeline_6.png,0.98387,35.0594,pipeline_6,high,SD
00048_SD_low_pipeline_1.png,0.967265,39.4531,pipeline_1,low,SD
00048_SD_low_pipeline_2.png,0.957945,29.9258,pipeline_2,low,SD
00048_SD_low_pipeline_3.png,0.973454,32.4389,pipeline_3,low,SD
00048_SD_low_pipeline_4.png,0.961559,30.4995,pipeline_4,low,SD
00048_SD_low_pipeline_5.png,0.962614,30.411,pipeline_5,low,SD
00048_SD_low_pipeline_6.png,0.91,27.4721,pipeline_6,low,SD
